,Virus,Virus Sample,Host genome,Host Sample,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus,Confidence score,Main method,Additional methods
3863,MGr2D2E2F_vRhyme_unbinned_77,MGr2D2E2F,GB_GCA_016177005.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,91.4,iPHoP-RF,None
3864,MGr2D2E2F_vRhyme_unbinned_77,MGr2D2E2F,RS_GCF_011058845.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.8,iPHoP-RF,None
3865,MGr2D2E2F_vRhyme_unbinned_77,MGr2D2E2F,RS_GCF_016745395.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.1,iPHoP-RF,None
3866,MGr2D2E2F_vRhyme_unbinned_79,MGr2D2E2F,MGr2D2E2F__bin_116,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,94.0,blast,None
3867,MGr2D2E2F_vRhyme_unbinned_79,MGr2D2E2F,LASAr3G3H3I__bin_82,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,92.1,blast,None
3868,MGr2D2E2F_vRhyme_unbinned_79,MGr2D2E2F,BAr1A1B1C__bin_116,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.0,blast,None
3869,MGr2D2E2F_vRhyme_unbinned_79,MGr2D2E2F,LASAr3G3H3I__bin_142,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.9,blast,None
3870,MGr2D2E2F_vRhyme_unbinned_79,MGr2D2E2F,LASCr2D2E2F__bin_16,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.5,blast,None
3871,MGr2D2E2F_vRhyme_unbinned_79,MGr2D2E2F,LAWAr2D2E2F__bin_62,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.5,blast,None
3872,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,GB_GCA_003131315.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.8,blast,None
3873,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,MHr2D2E2F__bin_7,MHr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.8,blast,iPHoP-RF;59.00
3874,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.1,blast,iPHoP-RF;61.40
3875,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.1,blast,iPHoP-RF;61.10
3876,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,GB_GCA_020073215.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.1,blast,None
3877,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,SEr2D2E2F__bin_144,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.1,blast,iPHoP-RF;58.20
3878,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,LAWAr2D2E2F__bin_134,LAWAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.0,blast,iPHoP-RF;50.70
3879,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,GB_GCA_003162255.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.3,blast,iPHoP-RF;59.50
3880,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,BOr2D2E2F__bin_33,BOr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.0,blast,iPHoP-RF;57.90
3881,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,CRr1A1B1C__bin_118,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.0,blast,None
3882,MGr2D2E2F_vRhyme_unbinned_80,MGr2D2E2F,LASYr2D2E2F__bin_27,LASYr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.0,blast,None
3883,MGr2D2E2F_vRhyme_unbinned_82,MGr2D2E2F,GB_GCA_021324015.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JAJPJX01,93.4,blast,iPHoP-RF;50.90
3884,MGr2D2E2F_vRhyme_unbinned_84,MGr2D2E2F,MGr3G3H3I__bin_82,MGr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.1,blast,None
3885,MGr2D2E2F_vRhyme_unbinned_84,MGr2D2E2F,BAr1A1B1C__bin_44,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,91.7,blast,iPHoP-RF;73.90
3886,MGr2D2E2F_vRhyme_unbinned_84,MGr2D2E2F,MGr2D2E2F__bin_99,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,90.7,blast,iPHoP-RF;66.50
3887,MGr2D2E2F_vRhyme_unbinned_84,MGr2D2E2F,CRr3G3H3I__bin_47,CRr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,90.2,blast,iPHoP-RF;56.80
3888,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_017883345.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,96.7,iPHoP-RF,None
3889,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,CRr1A1B1C__bin_50,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,96.4,iPHoP-RF,None
3890,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_017883355.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,96.1,iPHoP-RF,None
3891,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_020073615.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JADGNR01,95.4,iPHoP-RF,blast;91.60
3892,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_003167255.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,95.2,blast,iPHoP-RF;84.80
3893,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_003152325.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,95.0,blast,iPHoP-RF;85.40
3894,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,BAr2D2E2F__bin_10,BAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,94.1,iPHoP-RF,None
3895,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_003139735.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,BOG-224,94.1,iPHoP-RF,None
3896,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,SEr2D2E2F__bin_78,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,93.7,iPHoP-RF,None
3897,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_003142185.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,92.4,iPHoP-RF,None
3898,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_003136215.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,92.1,iPHoP-RF,None
3899,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,BAr1A1B1C__bin_56,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,91.8,iPHoP-RF,None
3900,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_003157745.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,91.8,iPHoP-RF,None
3901,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_017883415.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JADGNR01,91.7,blast,iPHoP-RF;86.70
3902,MGr2D2E2F_vRhyme_unbinned_85,MGr2D2E2F,GB_GCA_903876865.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,90.8,iPHoP-RF,None
3903,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,MGr2D2E2F__bin_116,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.6,blast,iPHoP-RF;75.20
3904,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,LAWAr2D2E2F__bin_105,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.1,blast,iPHoP-RF;66.00
3905,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,LASAr3G3H3I__bin_82,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.8,blast,iPHoP-RF;65.80
3906,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,MHr2D2E2F__bin_20,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.5,blast,iPHoP-RF;67.70
3907,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,BOr2D2E2F__bin_66,BOr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.0,blast,iPHoP-RF;65.60
3908,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,SEr3G3H3I__bin_176,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.0,blast,iPHoP-RF;51.20
3909,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,BAr1A1B1C__bin_68,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.6,blast,iPHoP-RF;71.10
3910,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,LASYr2D2E2F__bin_28,LASYr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.6,blast,iPHoP-RF;67.00
3911,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,MGr1A1B1C__bin_113,MGr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.4,blast,iPHoP-RF;57.10
3912,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,BOr1A1B1C__bin_7,BOr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.2,blast,iPHoP-RF;66.00
3913,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,LASCr2D2E2F__bin_140,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.2,blast,None
3914,MGr2D2E2F_vRhyme_unbinned_86,MGr2D2E2F,LAWAr2D2E2F__bin_146,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.0,blast,None
3915,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,GB_GCA_003142185.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,96.0,blast,iPHoP-RF;87.30
3916,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,CRr3G3H3I__bin_95,CRr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,94.8,blast,iPHoP-RF;82.80
3917,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,SEr2D2E2F__bin_162,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,94.8,blast,iPHoP-RF;78.70
3918,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,MGr3G3H3I__bin_156,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,93.7,blast,iPHoP-RF;89.80
3919,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,GB_GCA_003157745.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,93.3,blast,iPHoP-RF;76.10
3920,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,MGr2D2E2F__bin_103,MGr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,92.1,iPHoP-RF,None
3921,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,MGr1A1B1C__bin_54,MGr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.7,blast,iPHoP-RF;65.80
3922,MGr2D2E2F_vRhyme_unbinned_87,MGr2D2E2F,LASAr3G3H3I__bin_108,LASAr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.5,iPHoP-RF,None
3923,MGr2D2E2F_vRhyme_unbinned_88,MGr2D2E2F,MGr2D2E2F__bin_116,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.7,blast,iPHoP-RF;61.40
3924,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,LAWAr2D2E2F__bin_49,LAWAr2D2E2F,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,94.4,iPHoP-RF,blast;93.10
3925,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,SEr2D2E2F__bin_154,SEr2D2E2F,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,94.4,iPHoP-RF,blast;92.60
3926,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,MGr2D2E2F__bin_4,MGr2D2E2F,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,93.7,iPHoP-RF,blast;91.90
3927,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,MGr3G3H3I__bin_142,MGr3G3H3I,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,93.7,iPHoP-RF,blast;93.00
3928,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,MHr3G3H3I__bin_49,MHr3G3H3I,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,93.1,iPHoP-RF,None
3929,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,GB_GCA_003169235.1,iPHoP_db,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,92.0,blast,iPHoP-RF;89.50
3930,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,CRr1A1B1C__bin_125,CRr1A1B1C,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,91.8,iPHoP-RF,blast;91.00
3931,MGr2D2E2F_vRhyme_unbinned_89,MGr2D2E2F,MHr1A1B1C__bin_10,MHr1A1B1C,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,RAAP-2,Bog-473,91.7,blast,iPHoP-RF;90.50
3932,MGr2D2E2F_vRhyme_unbinned_90,MGr2D2E2F,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.1,blast,iPHoP-RF;78.30
3933,MGr2D2E2F_vRhyme_unbinned_90,MGr2D2E2F,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.1,blast,iPHoP-RF;71.90
3934,MGr2D2E2F_vRhyme_unbinned_90,MGr2D2E2F,MGr3G3H3I__bin_55,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.1,blast,iPHoP-RF;73.70
3935,MGr2D2E2F_vRhyme_unbinned_90,MGr2D2E2F,SEr2D2E2F__bin_144,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.1,blast,iPHoP-RF;78.00
3936,MGr2D2E2F_vRhyme_unbinned_90,MGr2D2E2F,MHr3G3H3I__bin_68,MHr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.0,blast,None
3937,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,LASAr3G3H3I__bin_82,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.5,blast,iPHoP-RF;65.60
3938,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,MHr2D2E2F__bin_20,MHr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.5,blast,iPHoP-RF;65.60
3939,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,MGr2D2E2F__bin_116,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.4,blast,iPHoP-RF;60.30
3940,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,LAWAr2D2E2F__bin_105,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,95.3,blast,iPHoP-RF;75.20
3941,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,LASCr2D2E2F__bin_140,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.9,blast,iPHoP-RF;53.30
3942,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,LAWAr2D2E2F__bin_146,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,93.9,blast,iPHoP-RF;53.30
3943,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,LASYr2D2E2F__bin_28,LASYr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,92.1,blast,iPHoP-RF;63.50
3944,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,BAr1A1B1C__bin_68,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.8,blast,iPHoP-RF;64.00
3945,MGr2D2E2F_vRhyme_unbinned_91,MGr2D2E2F,GB_GCA_003153975.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,91.7,blast,None
3946,MGr2D2E2F_vRhyme_unbinned_92,MGr2D2E2F,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.5,blast,iPHoP-RF;73.90
3947,MGr2D2E2F_vRhyme_unbinned_92,MGr2D2E2F,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.3,blast,iPHoP-RF;78.30
3948,MGr2D2E2F_vRhyme_unbinned_92,MGr2D2E2F,SEr2D2E2F__bin_144,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.1,blast,iPHoP-RF;75.70
3949,MGr2D2E2F_vRhyme_unbinned_92,MGr2D2E2F,LASAr3G3H3I__bin_118,LASAr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.6,blast,iPHoP-RF;86.30
3950,MGr2D2E2F_vRhyme_unbinned_92,MGr2D2E2F,CRr1A1B1C__bin_118,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.5,blast,iPHoP-RF;85.70
3951,MGr2D2E2F_vRhyme_unbinned_92,MGr2D2E2F,LASYr2D2E2F__bin_27,LASYr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.5,blast,iPHoP-RF;85.70
3952,MGr2D2E2F_vRhyme_unbinned_93,MGr2D2E2F,MGr2D2E2F__bin_127,MGr2D2E2F,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,95.5,blast,iPHoP-RF;82.50
3953,MGr2D2E2F_vRhyme_unbinned_93,MGr2D2E2F,BAr1A1B1C__bin_136,BAr1A1B1C,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,90.6,blast,iPHoP-RF;83.90
3954,MGr2D2E2F_vRhyme_unbinned_93,MGr2D2E2F,BAr2D2E2F__bin_106,BAr2D2E2F,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,90.6,blast,iPHoP-RF;83.30
3955,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003165075.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
3956,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,SEr2D2E2F__bin_41,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,96.7,iPHoP-RF,None
3957,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_021781795.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,95.4,iPHoP-RF,None
3958,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_900290245.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,95.4,iPHoP-RF,None
3959,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003151985.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,93.7,iPHoP-RF,None
3960,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003138515.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,93.1,iPHoP-RF,None
3961,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003140705.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,92.8,iPHoP-RF,None
3962,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,SEr3G3H3I__bin_130,SEr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,92.8,iPHoP-RF,None
3963,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,SEr3G3H3I__bin_25,SEr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,92.8,iPHoP-RF,None
3964,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,LAWAr2D2E2F__bin_7,LAWAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,92.4,iPHoP-RF,None
3965,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,MGr2D2E2F__bin_56,MGr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,92.4,iPHoP-RF,None
3966,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,MHr1A1B1C__bin_36,MHr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,92.4,iPHoP-RF,None
3967,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,BAr1A1B1C__bin_92,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,91.8,iPHoP-RF,None
3968,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_021841795.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,91.8,iPHoP-RF,None
3969,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,CRr1A1B1C__bin_28,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,91.4,iPHoP-RF,None
3970,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003142935.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,91.4,iPHoP-RF,None
3971,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,LASAr3G3H3I__bin_1,LASAr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,91.4,iPHoP-RF,None
3972,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003164635.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,90.8,iPHoP-RF,None
