Genome,Sample,site,treatment,Genomad realm,Genomad kingdom,Genomad phylum,Genomad class,Genomad order,Genomad family,checkv_quality,lytic_state,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus
LASCr2D2E2F_vRhyme_unbinned_123,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198
LASCr2D2E2F_vRhyme_unbinned_13,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_14,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_15,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_16,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographiviridae,,Low-quality,lysogenic_scaffold,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1
LASCr2D2E2F_vRhyme_unbinned_17,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_18,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,UBA7672
LASCr2D2E2F_vRhyme_unbinned_19,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_2,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_20,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LASCr2D2E2F_vRhyme_unbinned_21,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_22,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_23,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_24,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_25,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_26,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_27,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_28,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_29,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
LASCr2D2E2F_vRhyme_unbinned_3,LASCr2D2E2F,Langwell,REST,,,,,,,Not-determined,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella
LASCr2D2E2F_vRhyme_unbinned_30,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_31,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
LASCr2D2E2F_vRhyme_unbinned_32,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_33,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_34,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11
LASCr2D2E2F_vRhyme_unbinned_35,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASCr2D2E2F_vRhyme_unbinned_36,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_37,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ackermannviridae,,Low-quality,lysogenic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_38,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
LASCr2D2E2F_vRhyme_unbinned_39,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_4,LASCr2D2E2F,Langwell,REST,Bicaudaviridae,,,,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_40,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_41,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_42,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_43,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_44,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_45,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_46,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_47,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_48,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_49,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_5,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter
LASCr2D2E2F_vRhyme_unbinned_50,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_51,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_52,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_53,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ackermannviridae,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_54,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
LASCr2D2E2F_vRhyme_unbinned_55,LASCr2D2E2F,Langwell,REST,,,,,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_56,LASCr2D2E2F,Langwell,REST,,,,,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_57,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_58,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_59,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_6,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASCr2D2E2F_vRhyme_unbinned_60,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASCr2D2E2F_vRhyme_unbinned_61,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_62,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1
LASCr2D2E2F_vRhyme_unbinned_63,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_64,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_65,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella
LASCr2D2E2F_vRhyme_unbinned_66,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_67,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASCr2D2E2F_vRhyme_unbinned_68,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,JAKAAZ01
LASCr2D2E2F_vRhyme_unbinned_69,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_7,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_70,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
LASCr2D2E2F_vRhyme_unbinned_71,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
LASCr2D2E2F_vRhyme_unbinned_72,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_73,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,,Not-determined,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
LASCr2D2E2F_vRhyme_unbinned_74,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_75,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_76,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus
LASCr2D2E2F_vRhyme_unbinned_77,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11
LASCr2D2E2F_vRhyme_unbinned_78,LASCr2D2E2F,Langwell,REST,Monodnaviria,Shotokuvirae,Cressdnaviricota,,,,High-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_79,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia
LASCr2D2E2F_vRhyme_unbinned_8,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Bog-793,Fen-455
LASCr2D2E2F_vRhyme_unbinned_80,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_81,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_82,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LASCr2D2E2F_vRhyme_unbinned_83,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_84,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_85,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_86,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_87,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_88,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_89,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_9,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_90,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_91,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_92,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
LASCr2D2E2F_vRhyme_unbinned_93,LASCr2D2E2F,Langwell,REST,,,,,,,Not-determined,lysogenic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_94,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_95,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_96,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_97,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella
LASCr2D2E2F_vRhyme_unbinned_98,LASCr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASCr2D2E2F_vRhyme_unbinned_99,LASCr2D2E2F,Langwell,REST,,,,,,,Not-determined,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_bin_1,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,,
LASYr2D2E2F_vRhyme_bin_2,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
LASYr2D2E2F_vRhyme_bin_3,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lysogenic_virus,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASYr2D2E2F_vRhyme_bin_4,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
LASYr2D2E2F_vRhyme_bin_6,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lysogenic_virus,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,DTIX01
LASYr2D2E2F_vRhyme_unbinned_1,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_10,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,
LASYr2D2E2F_vRhyme_unbinned_11,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_12,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
LASYr2D2E2F_vRhyme_unbinned_13,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
LASYr2D2E2F_vRhyme_unbinned_14,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_15,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_16,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_17,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_18,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11
LASYr2D2E2F_vRhyme_unbinned_19,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_2,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_20,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_21,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_22,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_23,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium
LASYr2D2E2F_vRhyme_unbinned_24,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_25,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_26,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
LASYr2D2E2F_vRhyme_unbinned_27,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus
LASYr2D2E2F_vRhyme_unbinned_28,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,,,,,,
LASYr2D2E2F_vRhyme_unbinned_29,LASYr2D2E2F,Langwell,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus
